cityname,lat,lng
kuopio/,62.8925,27.678333
tampere/,23.766667,61.5
imatra/,61.1704554,28.7720669
lappeenranta/,61.0549412,28.1896259
ireland/bray/,53.200903,-6.1110741
ireland/claremorris/,53.7238764,-9.0017356
ireland/ennis/,52.8474255,-8.9887384
ireland/longford/,53.7275564,-7.793109
ireland/rathmines/,53.3218816,-6.2655052
slovenia/maribor/,46.5546503,15.6458812
slovenia/celje/,15.2677063,46.2397495
slovenia/murska-sobota-rakican/,46.6506459,16.1955862
slovenia/nova-gorica/,45.9549755,13.6493044
slovenia/trbovlje/,46.1503563,15.0453138
slovenia/zagorje/,14.9961,46.1311
slovenia/koper/,45.548059,13.7301877
slovenia/ljubljana-bezigrad/,46.0766394,14.5170118
malta/zejtun/,35.8555556,14.5333333
malta/attard/,35.8927778,14.4383333
malta/kordin/,35.8809528,14.5087283
malta/gharb/,36.0611111,14.2091667
malta/msida/,35.897778,14.489444
croatia/hum-otok-vis/,43.03133333,16.11597222
croatia/split-1/,43.51065278,16.44934167
croatia/ams1-kastel-sucurac/,43.54811944,16.43496111
croatia/ams2-sveti-kajo/,43.54590556,16.46783611
croatia/zarkovica-dubrovnik/,42.64469722,18.12261111
croatia/rijeka-2/,14.48351111,45.32079444
croatia/paveki/,14.51388889,45.29416667
croatia/viskovo-mariscina/,45.40222222,14.38833333
croatia/kresimirova-ul./,45.33166667,14.42555556
croatia/parg/,45.59348056,14.63046389
croatia/urinj/,14.52833333,45.28861111
croatia/viskovo-visevac/,45.36888889,14.38388889
croatia/kostrena-martinscica/,45.31333333,14.48277778
croatia/ripenda/,45.10975,14.13897222
croatia/cambarelici/,14.10101111,45.18133056
croatia/klavar/,45.13430556,14.16716667
croatia/zajci/,45.20414722,14.07076111
croatia/koromacno/,44.98042222,14.12210833
croatia/zagreb-1/,45.80033889,15.97407222
croatia/zagreb-3/,45.76494722,16.00646944
croatia/bijenik/,45.846775,15.939175
croatia/zagreb-2/,16.035825,45.82371667
croatia/sisak-2-galdovo/,45.47796111,16.39961667
croatia/sisak-3/,45.48895556,16.37377778
croatia/kutina-1/,45.47905556,16.78066667
croatia/sisak-1/,16.38835556,45.458125
croatia/slavonski-brod-1/,45.15947222,17.9951
croatia/kopacki-rit/,45.69802778,18.83463889
croatia/zoljan/,45.47244167,18.039125
croatia/osijek-1/,45.55879167,18.69876944
croatia/visnjan/,13.74977778,45.29120278
croatia/polaca-ravni-kotari/,44.02109444,15.51611111
croatia/slavonski-brod-2/,45.14911389,18.02345
gibraltar/rosia-road/,36.1271589,-5.3520111
gibraltar/withams-road/,36.140751,-5.353585
gibraltar/bleak-house/,36.140751,-5.353585
sweden/goteborg-femman/,57.70861053,11.97000217
sweden/stockholm-sodermalm/,59.31694412,18.05750465
sweden/stockholm-hornsgatan/,59.3172226,18.04918098
sweden/malmo-radhuset/,55.60638809,13.00196362
sweden/goteborg-garda/,11.99501133,57.70138931
sweden/stockholm-sveavagen/,59.34111023,18.05861855
sweden/stockholm-norrlandsg/,59.33638763,18.07083702
sweden/malmo-dalaplan/,55.58388901,13.00806141
sweden/goteborg-haga/,57.69861221,11.96084118
sweden/stockholm-lilla-essingen/,59.32549667,18.00440025
sweden/norr-malma/,18.6311245,59.83250046
sweden/uppsala-kungsgatan-slb/,17.64223099,59.85944366
sweden/sollentuna-e4-haggvik/,59.4422226,17.92333794
sweden/sodertalje-turingegatan/,59.19833374,17.62111473
sweden/uppsala-klostergatan/,59.86000061,17.63549995
sweden/sodertalje-birkakorset/,59.20130157,17.63470078
sweden/umea-vastra-esplanaden/,63.82885742,20.25849152
sweden/linkoping-hamngatan/,58.41139984,15.6303997
sweden/karlshamn-erik-dahlbergsvagen-prinsgatan/,,
iceland/grensasv./,64.1323714,-21.8732807
iceland/husdyrag./,64.1364491,-21.8741548
iceland/reykjavik--nautholsvegur/,64.1341721,-21.9332331
iceland/kop.-dalsm./,64.1043804,-21.8913746
iceland/hvaleyrarh./,64.0693355,-21.9549956
andorra/fixa/,42.509694,1.539138
estonia/kohtla-jarve/,59.409579,27.278658
estonia/lahemaa/,59.515317,25.928164
estonia/narva/,59.37613,28.179052
estonia/tartu/,58.370596,26.734879
estonia/vilsandi/,21.844614,58.376218
estonia/saarejarve/,26.7547,58.701433
estonia/sillamae/,59.402749,27.74996
estonia/mobair2/,58.367275,26.71192
estonia/liivalaia/,59.43107,24.760317
estonia/rahu/,59.447293,24.715126
estonia/kunda/,59.503373,26.528425
estonia/konteiner1/,59.442753,24.757491
estonia/muuga-3/,59.503185,24.911221
spain/madrid/escuelas-aguirre/,40.42138889,-3.682222222
spain/madrid/casa-de-campo/,40.41916667,-3.747222222
spain/madrid/cuatro-caminos/,40.44527778,-3.706944444
spain/madrid/mendez-alvaro/,40.39805556,-3.686666667
spain/madrid/castellana/,40.43972222,-3.690277778
spain/madrid/plaza-de-castilla/,40.46555556,-3.688611111
spain/madrid/media--red/,40.4167754,-3.7037902
spain/asturias/matadero/,,
spain/madrid/el-atazar/,40.91028,-3.46667
spain/madrid/villa-del-prado/,40.25194,-4.27472
spain/madrid/torrejon-de-ardoz/,40.455,-3.48417
spain/madrid/algete/,40.59333,-3.50306
spain/madrid/alcorcon/,40.34194,-3.83389
spain/madrid/collado-villalba/,40.63389,-4.01333
spain/madrid/villarejo-de-salvanes/,40.16722,-3.27667
spain/madrid/valdemoro/,40.18528,-3.67972
spain/baleares/hospital-joan-march/,39.67766,2.68665
spain/baleares/foners/,2.65583,39.57008
spain/baleares/can-llompart/,39.83962,3.02705
spain/baleares/pozos/,39.89092,4.252975
spain/baleares/ciutadella-de-menorca/,40.00944,3.85648
spain/baleares/can-misses/,38.91382,1.41426
spain/baleares/sant-joan-de-deu/,39.54588,2.69971
spain/baleares/san-luis/,39.87774,4.25924
spain/baleares/sant-antoni-de-portmany/,38.99323,1.30894
spain/baleares/castillo-de-bellver/,39.56332,2.62055
spain/baleares/alcudia-i/,39.83379,3.1443
spain/baleares/torre-meteorologica-i/,39.78995,3.07413
spain/baleares/sa-pobla/,39.74731,3.01488
spain/baleares/torrent-santa-eulalia/,38.93492,1.43181
spain/murcia/alcantarilla-murcia-ciudad/,37.976182,-1.230746626
spain/murcia/lorca-zona-centro/,37.689508,-1.701049941
spain/murcia/san-basilio-murcia-ciudad/,37.99396,-1.144628315
spain/murcia/aljorra-litoral/,37.694224,-1.064626476
spain/murcia/mompean-cartagena/,37.60339,-0.974902719
spain/murcia/caravaca-norte/,38.114666,-1.868732061
spain/valencia/alacant/rabassa/,38.35111111,-0.513888889
spain/valencia/alcoi/verge-dels-lliris/,38.70638889,-0.466944444
spain/valencia/elda/,38.445,-0.806388889
spain/valencia/lalcora/,40.06805556,-0.206944444
spain/valencia/valencia/pista-de-silla/,39.45805556,-0.376666667
spain/valencia/valencia/moli-del-sol/,39.48111111,-0.408333333
spain/valencia/valencia/avd.-francia/,39.4575,-0.342777778
spain/valencia/valencia/politecnic/,39.47972222,-0.3375
spain/valencia/valencia/vivers/,39.70805556,-0.831944444
spain/valencia/caudete-de-las-fuentes/,39.56,-1.282777778
spain/valencia/sagunt/cea/,39.63277778,-0.266388889
spain/valencia/villar-del-arzobispo/,39.70805556,-0.831944444
spain/valencia/castello/penyeta/,40.01138889,-0.057222222
spain/valencia/almassora/c.p.ochando/,39.94527778,-0.056388889
spain/valencia/burriana/,-0.065,39.89222222
spain/valencia/viver/,39.93055556,-0.603333333
spain/valencia/bunol/,39.42722222,-0.783888889
spain/valencia/zorita-del-maestrazgo/,40.735,-0.169444444
spain/valencia/albalat-dels-tarongers/,39.70527778,-0.336666667
spain/valencia/quart-de-poblet/,39.48111111,-0.447222222
spain/valencia/benicassim/,40.06222222,-0.072777778
spain/valencia/vinaros-plataforma/,40.38333333,-0.709166667
spain/valencia/vinaros-planta/,40.54611111,-0.425
spain/galicia/a-coruna/riazor/,43.367091,-8.420599
spain/galicia/a-coruna/torre-hercules/,43.382786,-8.409211
spain/galicia/ferrol/,43.480659,-8.241543
spain/galicia/laza/,42.061626,-7.408726
spain/galicia/lugo/,42.997922,-7.550728
spain/galicia/ourense/,42.353033,-7.877667
spain/galicia/ponteareas/,42.181389,-8.523689
spain/galicia/pontevedra/,-8.664424,42.420431
spain/galicia/santiago/campus/,42.876011,-8.559122
spain/galicia/santiago/san-caetano/,42.887759,-8.531091
spain/galicia/vigo/coia/,42.219002,-8.742058
spain/navarra/alsasua/,42.8956348,-2.1708139
spain/navarra/funes/,42.3145417,-1.801367
spain/navarra/lesaka/,43.2473876,-1.7021937
spain/navarra/olite/,42.481425,-1.6509768
spain/navarra/pamplona/iturrama/,42.8051351,-1.6536803
spain/navarra/pamplona/plaza-de-la-cruz/,42.7890631,-1.6167046
spain/navarra/pamplona/rotxapea/,42.8273526,-1.6506012
spain/navarra/sanguesa/,42.5744349,-1.2830851
spain/navarra/tudela/,42.0613816,-1.6063169
spain/cantabria/escuela-de-minas/,43.3375353,-4.0505122
spain/cantabria/barreda/,43.372247,-4.040786
spain/cantabria/guarnizo/,43.3972299,-3.8301298
spain/cantabria/santander-centro/,-3.8228077,43.4584327
spain/cantabria/tetuan/,-3.7929071,43.4660983
spain/cantabria/reinosa/,42.9995287,-4.1392622
spain/cantabria/los-tojos/,43.154223,-4.2541657
spain/cantabria/corrales-de-buelna/,43.2597761,-4.0669902
spain/cantabria/castro-urdiales/,43.3688221,-3.2156354
spain/cantabria/parque-zapaton/,-4.0501505,43.3488503
spain/cantabria/cros/,43.406667,-3.883333
spain/catalunya/amposta/,40.706707,0.5816515
spain/catalunya/barcelona-eixample/,41.38534,2.153822
spain/catalunya/bellver-de-cerdanya/,42.368317,1.7767832
spain/catalunya/berga/,42.09791,1.8482373
spain/catalunya/castellet-i-la-gornal-clariana/,1.6177046,41.24489
spain/catalunya/cubelles-poliesportiu/,41.202232,1.6722
spain/catalunya/montcada-i-reixac-can-sant-joan/,41.4698,2.1842334
spain/catalunya/reus/,41.15078,1.1201719
spain/catalunya/rubi-ca-noriol/,41.492085,2.0424972
spain/catalunya/sant-adria-de-besos/,41.42562,2.2222447
spain/catalunya/sant-celoni/,41.68905,2.4957466
spain/catalunya/sant-vicenc-dels-horts/,41.39216,2.0098023
spain/catalunya/santa-perpetua-de-mogoda/,41.526707,2.1837952
spain/catalunya/lhospitalet-de-llobregat/,41.370502,2.114973
spain/catalunya/lleida/,0.6157259,41.615795
spain/catalunya/manresa/,41.73028,1.8253064
spain/catalunya/mataro/,41.54716,2.4432538
spain/catalunya/montcada-i-reixac/,41.482018,2.1882966
spain/catalunya/tarragona-bonavista/,41.11588,1.1919755
spain/catalunya/vandellos-barranc-del-terme/,0.831337,40.939552
spain/catalunya/vandellos-els-dedalts/,41.008213,0.8310847
spain/catalunya/vilafranca-del-penedes/,41.346825,1.6865755
spain/catalunya/vila-seca/,41.11209,1.1518244
spain/andalucia/almeria/mediterraneo/,36.8438164,-2.4474502
spain/andalucia/carboneras/,36.9991171,-1.8921411
spain/andalucia/nijar/campohermoso/,36.9377212,-2.1327491
spain/andalucia/cuevas-del-almanzora/villaricos/,37.2510185,-1.769591
spain/andalucia/el-ejido/,36.7731148,-2.8103551
spain/andalucia/cuevas-del-almanzora/palomares/,37.2383622,-1.800444
spain/andalucia/carboneras/pza.-del-castillo/,36.9969465,-1.8946506
spain/andalucia/nijar/rodalquilar/,36.8458936,-2.0426277
spain/andalucia/bedar/,37.1903949,-1.9814245
spain/andalucia/nijar/fernan-perez/,36.9128813,-2.066294
spain/andalucia/mojacar/,37.1402786,-1.8507332
spain/andalucia/los-barrios/,36.1850645,-5.4925573
spain/andalucia/la-linea-de-la-concepcion/la-linea/,36.1682563,-5.3494719
spain/andalucia/los-barrios/colegio-los-barrios/,36.1850645,-5.4925573
spain/andalucia/los-barrios/palmones/,36.175,-5.433333
spain/andalucia/san-roque/estacion-de-ffcc-s.-roque/,36.2104615,-5.3844317
spain/andalucia/cadiz/avda.-marconi/,36.5082319,-6.2754799
spain/andalucia/puerto-real/rio-san-pedro/,36.5235405,-6.2258646
spain/andalucia/san-fernando/,36.4718646,-6.1965948
spain/andalucia/jerez-de-la-frontera/cartuja/,36.6807212,-6.128306
spain/andalucia/la-linea-de-la-concepcion/el-zabal/,36.1837285,-5.3495758
spain/andalucia/algeciras/rinconcillo/,36.1555828,-5.4467035
spain/andalucia/los-barrios/alcornocales/,36.1822324,-5.4814673
spain/andalucia/algeciras/algeciras-eps/,36.1407591,-5.456233
spain/andalucia/jerez-de-la-frontera/jerez-chapin/,36.6883541,-6.1214303
spain/andalucia/arcos-de-la-frontera/arcos/,36.7560042,-5.8116522
spain/andalucia/arcos-de-la-frontera/jedula/,36.723889,-5.93
spain/andalucia/algar/,36.6585879,-5.6546388
spain/andalucia/prado-del-rey/prado-rey/,36.7882576,-5.5577902
spain/andalucia/espiel/poblado/,38.1897769,-5.0195462
spain/andalucia/cordoba/asomadilla/,37.9040201,-4.783399
spain/andalucia/cordoba/lepanto/,37.8935004,-4.7711062
spain/andalucia/obejo/,38.1327461,-4.7999096
spain/andalucia/cordoba/avda.-al-nasir/,37.894351,-4.7778129
spain/andalucia/motril/,36.7489747,-3.5180363
spain/andalucia/granada/granada-norte/,37.2025955,-3.5989888
spain/andalucia/granada/palacio-de-congresos/,37.1656636,-3.5985141
spain/andalucia/armilla/ciudad-deportiva/,37.1439159,-3.6254529
spain/andalucia/huelva/la-orden/,37.2830371,-6.9421187
spain/andalucia/huelva/los-rosales/,37.6084291,-5.7357722
spain/andalucia/huelva/marismas-del-titan/,37.2459715,-6.933661
spain/andalucia/huelva/pozo-dulce/,37.2652571,-6.9547972
spain/andalucia/moguer/,37.27464,-6.8369079
spain/andalucia/niebla/,37.3611241,-6.6785142
spain/andalucia/palos-de-la-frontera/la-rabida/,37.2088351,-6.9195717
spain/andalucia/palos-de-la-frontera/palos/,37.2288942,-6.8954258
spain/andalucia/punta-umbria/,37.1852585,-6.9704976
spain/andalucia/san-juan-del-puerto/,37.3157974,-6.8431402
spain/andalucia/huelva/romeralejo/,37.2670241,-6.9189583
spain/andalucia/palos-de-la-frontera/torrearenilla/,37.2288942,-6.8954258
spain/andalucia/moguer/mazagon/,37.134306,-6.804948
spain/andalucia/almonte/matalascanas/,36.9982536,-6.5516206
spain/andalucia/bailen/,38.0951601,-3.7765276
spain/andalucia/villanueva-del-arzobispo/,38.1700151,-3.0100658
spain/andalucia/malaga/el-atabal/,36.7349621,-4.4737206
spain/andalucia/malaga/carranque/,36.7167364,-4.4455053
spain/andalucia/malaga/campanillas/,36.7489706,-4.5521274
spain/andalucia/marbella/marbella-arco/,36.510071,-4.8824474
spain/andalucia/sevilla/principes/,37.3736386,-6.0055381
spain/andalucia/sevilla/torneo/,37.3977124,-6.000886
spain/andalucia/sevilla/santa-clara/,37.4005114,-5.9549858
spain/andalucia/mairena-del-aljarafe/aljarafe/,37.350923,-6.0520363
spain/andalucia/sevilla/bermejales/,37.3485317,-5.9877044
spain/andalucia/alcala-de-guadaira/,37.3396769,-5.8418054
spain/andalucia/san-nicolas-del-puerto/sierra-norte/,37.9939919,-5.6526965
spain/andalucia/guillena/cobre-las-cruces/,37.5429955,-6.0568552
spain/andalucia/la-linea-de-la-concepcion/el-zabal/,36.1837285,-5.3495758
spain/andalucia/san-roque/colegio-carteya/,36.2095801,-5.3910616
spain/andalucia/huelva/campus-el-carmen/,37.2706418,-6.9242752
spain/andalucia/algeciras/rinconcillo/,36.1555828,-5.4467035
spain/andalucia/los-barrios/alcornocales/,36.1822324,-5.4814673
spain/andalucia/nijar/la-granatilla/,36.9659306,-2.2067723
spain/andalucia/carboneras/llano-de-don-antonio/,37.0015012,-1.9355775
spain/asturias/cangas/,-6.5498404,43.1773837
spain/asturias/llaranes/,43.5489861,-5.8972205
spain/asturias/llano-ponte/,43.5542826,-5.9182319
spain/asturias/plaza-guitarra/,43.558816,-5.9278892
spain/asturias/mieres/,-5.8593267,43.3613953
spain/asturias/sama/,43.3613953,-5.8593267
spain/asturias/la-felguera/,43.3613953,-5.8593267
spain/asturias/merinan/,43.3613953,-5.8593267
spain/asturias/constitucion/,43.5354166,-5.6677534
spain/asturias/argentina/,43.5389232,-5.6997771
spain/asturias/h.-felgueroso/,43.5338737,-5.6576454
spain/asturias/castilla/,43.5369319,-5.6473465
spain/asturias/san-martin/,43.2751294,-5.6087488
spain/asturias/p.-deportes/,-6.0749468,43.383156
spain/asturias/p.-toros/,43.3586209,-5.8679295
spain/asturias/purificacion-tomas/,43.3619145,-5.8493887
spain/asturias/lugones-instituto/,43.4020321,-5.8047419
spain/asturias/trubia/,43.3440389,-5.9737246
spain/asturias/salinas/,-5.9584944,43.5753233
spain/asturias/santa-barbara/,43.2555528,-5.6202305
spain/pais-vasco/elciego/,42.51824807,-2.619475212
spain/pais-vasco/laudio/llodio/,43.14402894,-2.963385282
spain/pais-vasco/salvatierra/agurain/,42.84901251,-2.39370339
spain/pais-vasco/valdegovia/gaubea/valderejo/,42.87516709,-3.231732505
spain/pais-vasco/vitoria-gasteiz/av.-gasteiz/,42.85478118,-2.680709822
spain/pais-vasco/vitoria-gasteiz/los-herran/,42.84370296,-2.661230557
spain/pais-vasco/vitoria-gasteiz/3-de-marzo/,-2.667784995,42.85604797
spain/pais-vasco/aia/pagoeta/,43.25060522,-2.154887397
spain/pais-vasco/azpeitia/,43.18037005,-2.268210419
spain/pais-vasco/beasain/,43.04809432,-2.19138027
spain/pais-vasco/hernani/,-1.97771564,43.26743142
spain/pais-vasco/lezo/,43.32152244,-1.90013105
spain/pais-vasco/arrasate/mondragon/mondragon/,43.06412079,-2.490396683
spain/pais-vasco/donostia/san-sebastian/anorga/,43.29053139,-1.995741147
spain/pais-vasco/donostia/san-sebastian/puyo/,43.30277717,-1.984011286
spain/pais-vasco/donostia/san-sebastian/ategorrieta/,43.32199195,-1.960650618
spain/pais-vasco/donostia/san-sebastian/avda.-tolosa/,43.30941344,-2.010938424
spain/pais-vasco/tolosa/,43.13078068,-2.078002157
spain/pais-vasco/zumarraga/,43.08507598,-2.316228856
spain/pais-vasco/abanto-y-ciervana-abanto-zierbena/,43.32047399,-3.074155996
spain/pais-vasco/amorebieta-etxano/zelaieta-parque/,-2.73449698,43.21890568
spain/pais-vasco/barakaldo/castrejana/,-2.973456591,43.25807943
spain/pais-vasco/barakaldo/baracaldo/,-2.987133,43.298379
spain/pais-vasco/basauri/,43.2411313,-2.883761023
spain/pais-vasco/bilbao/mazarredo/,43.26750551,-2.93518811
spain/pais-vasco/bilbao/europa/,-2.902376116,43.25491057
spain/pais-vasco/bilbao/arraiz/,43.24555373,-2.960475857
spain/pais-vasco/bilbao/m--diaz-haro/,43.25880287,-2.945656664
spain/pais-vasco/durango/,43.168286,-2.637958001
spain/pais-vasco/getxo/algorta/,43.36205575,-3.022782207
spain/pais-vasco/mundaka/,43.40588884,-2.703159368
spain/pais-vasco/muskiz/,43.32071312,-3.112716272
spain/pais-vasco/muskiz/san-julian/,43.33265016,-3.11299477
spain/pais-vasco/santurtzi/santurce/,-3.04256,43.333012
spain/pais-vasco/erandio/,43.30265263,-2.977239986
spain/pais-vasco/sondika/sangroniz/,-2.930385818,43.29842136
spain/pais-vasco/alonsotegi/,43.247568,-2.988024
spain/pais-vasco/zierbena/,43.35305543,-3.080988277
spain/pais-vasco/donostia/san-sebastian/easo/,43.31215281,-1.980900864
spain/pais-vasco/bilbao/m--diaz-haro/,43.25880287,-2.945656664
spain/canarias/residencia-escolar-ss-gomera/,28.09915985,-17.12042809
spain/canarias/tio-pino-sta-cruz-de-tf/,28.45923434,-16.27020107
spain/canarias/tajao/,28.11139253,-16.47161111
spain/canarias/jinamar-fase-3/,28.03513067,-15.41630027
spain/canarias/las-galanas-ss-gomera/,28.09004288,-17.11797862
spain/canarias/el-rio/,28.14507453,-16.52369883
spain/canarias/granadilla/,28.11249291,-16.577575
spain/canarias/medano/,28.04732411,-16.53603056
spain/canarias/san-isidro/,28.08003333,-16.559837
spain/canarias/playa-del-ingles/,27.76363642,-15.56385617
spain/canarias/san-agustin/,27.7726038,-15.54185614
spain/canarias/barranco-hondo/,28.3934243,-16.35811668
spain/canarias/caletillas/,28.37672185,-16.36193611
spain/canarias/buzanada/,-16.65275205,28.07264444
spain/canarias/el-charco-pto-del-rosario/,28.50615589,-13.84897516
spain/canarias/aguimes/,27.89763333,-15.44494209
spain/canarias/arinaga/,-15.38682222,27.86928759
spain/canarias/castillo-romeral/,27.80131863,-15.46114562
spain/canarias/balsa-de-zamora-los-realejos/,-16.57072475,28.38313333
spain/canarias/piscina-municipal-sta-cruz-de-tf/,28.45792973,-16.26359123
spain/canarias/garcia-escamez-sta-cruz-de-tf/,28.45671762,-16.27200756
spain/canarias/parque-la-granja-sta-cruz-de-tf/,28.46299916,-16.26523392
spain/canarias/deposito-la-guancha-candelaria/,28.38022004,-16.36818269
spain/canarias/san-antonio-brena-baja/,28.6473601,-17.7691698
spain/canarias/casa-cuna/,28.45103088,-16.27769219
spain/canarias/vuelta-los-pajaros-sta-cruz-de-tf/,28.46199444,-16.27666944
spain/canarias/deposito-tristan-sta-cruz-de-tf/,28.45812167,-16.278835
spain/canarias/camping-temisas--sta-lucia-de-t/,27.89819013,-15.48868251
spain/canarias/centro-de-arte/,28.50038255,-13.85235586
spain/canarias/parque-de-san-juan-telde/,28.00351848,-15.4118731
spain/canarias/tena-artigas-sta-cruz-de-tenerife/,-16.27677967,28.45556374
spain/canarias/polideportivo-afonso-arucas/,28.11129379,-15.52102571
spain/canarias/casa-palacio-puerto-del-rosario/,28.49838137,-13.86082868
spain/canarias/ciudad-deportiva-arrecife/,28.96788139,-13.5558456
spain/canarias/la-loma-telde/,28.0261982,-15.41448411
spain/canarias/igueste/,28.38054612,-16.37196944
spain/canarias/costa-teguise/,28.99031222,-13.51654138
spain/canarias/mercado-central/,28.13376179,-15.43281447
spain/canarias/tome-cano/,28.4621689,-16.26186591
spain/canarias/la-hidalga-arafo/,28.33734904,-16.39991557
spain/canarias/lezcano/,28.02989143,-15.41609151
spain/canarias/parque-de-la-piedra/,28.50284341,-13.85369827
spain/canarias/la-grama-brena-alta/,28.66735407,-17.77478905
spain/canarias/el-pilar-sta-cruz-de-la-palma/,28.68583172,-17.76420301
spain/canarias/arrecife/,28.97702845,-13.54756927
spain/canarias/las-balsas-s.-andres-y-sauces/,28.8051036,-17.78255351
spain/canarias/echedo-valverde/,27.83194945,-17.92164451
spain/canarias/tefia-puerto-del-rosario/,28.52658854,-14.00470924
madrid/,40.4167754,-3.7037902
munich/,48.1351253,11.5819806
germany/bayern/andechs/rothenfeld/,47.9732667,11.2196194
germany/bayern/burghausen/marktler-strasse/,48.1722093,12.8305017
germany/bayern/ingolstadt/rechbergstrasse/,48.7705311,11.4301242
germany/bayern/munchen/johanneskirchen/,48.169444,11.65
germany/bayern/munchen/lothstrasse/,48.1542256,11.5537444
germany/bayern/munchen/stachus/,48.1390293,11.5655578
germany/bayern/trostberg/schwimmbadstrasse/,48.0217563,12.5392499
germany/bayern/kelheim/regensburger-strasse/,48.9071406,11.8908525
germany/bayern/landshut/podewilsstrasse/,48.5405284,12.1561137
germany/bayern/neustadt-a.d.donau/eining/,48.85424,11.77072
germany/bayern/passau/stelzhamerstrasse/,13.4212484,48.5724917
germany/bayern/regensburg/rathaus/,49.0957315,11.8071592
germany/bayern/sulzbach-rosenberg/lohe/,49.4868046,11.7855875
germany/bayern/tiefenbach/altenschneeberg/,12.5554499,49.4380774
germany/bayern/bamberg/lowenbrucke/,49.8977123,10.8873264
germany/bayern/bayreuth/hohenzollernring/,11.581097,49.9458022
germany/bayern/kulmbach/konrad-adenauer-strasse/,50.1031316,11.4417547
germany/bayern/ansbach/residenzstrasse/,10.5742821,49.3042982
germany/bayern/furth/theresienstrasse/,49.4725266,10.9843655
germany/bayern/nurnberg/von-der-tann-strasse/,11.0357855,49.4440155
germany/bayern/schwabach/angerstrasse/,49.3236541,11.0309498
germany/bayern/schweinfurt/obertor/,50.0636608,10.1752124
germany/bayern/wurzburg/stadtring-sud/,49.7879186,9.9436612
germany/bayern/augsburg/karlstrasse/,48.3702933,10.8969745
germany/bayern/augsburg/konigsplatz/,48.3649674,10.893749
germany/bayern/bad-hindelang/oberjoch/,47.5154473,10.4057903
germany/bayern/lindau-bodensee/friedrichshafener-strasse/,47.562309,9.6839033
germany/bayern/neu-ulm/gabelsbergerstrasse/,10.0074932,48.3972464
germany/nrw/netphen-rothaargebirge/,50.93138889,8.192777778
germany/nrw/simmerath-eifel/,50.65444444,6.281666667
germany/nrw/aachen-burtscheid/,50.75583333,6.094444444
germany/nrw/bielefeld-stapenhorststrasse/,52.0275,8.5225
germany/nrw/bielefeld-ost/,8.549166667,52.02444444
germany/nrw/bonn-auerberg/,50.75472222,7.083333333
germany/nrw/borken-gemen/,51.86333333,6.875
germany/nrw/bottrop-peterstrasse/,51.52055556,6.925
germany/nrw/bottrop-welheim/,51.52722222,6.9775
germany/nrw/datteln-hagem/,51.6425,7.332777778
germany/nrw/dortmund-brackeler-strasse/,51.52472222,7.484166667
germany/nrw/dortmund-steinstrasse/,51.52083333,7.465
germany/nrw/dortmund-eving/,51.53805556,7.458055556
germany/nrw/duisburg-kardinal-galen-strasse/,51.43888889,6.7725
germany/nrw/duisburg-bruckhausen/,6.735555556,51.48555556
germany/nrw/duisburg-buchholz/,51.38638889,6.763611111
germany/nrw/duisburg-walsum/,51.52527778,6.748888889
germany/nrw/dusseldorf-corneliusstrasse/,51.21416667,6.783055556
germany/nrw/dusseldorf-lohausen/,51.26972222,6.753611111
germany/nrw/dusseldorf-lorick/,51.25027778,6.733055556
germany/nrw/essen-gladbecker-strasse/,51.47916667,7.005833333
germany/nrw/essen-ost-steeler-strasse/,51.45222222,7.030833333
germany/nrw/essen-vogelheim/,51.49777778,6.981666667
germany/nrw/gelsenkirchen-kurt-schumacher-strasse/,51.52916667,7.085277778
germany/nrw/hagen-graf-von-galen-ring/,51.36388889,7.464166667
germany/nrw/hattingen-blankenstein/,51.40416667,7.209166667
germany/nrw/herne-recklinghauser-strasse/,51.54444444,7.150833333
germany/nrw/hurth/,50.87722222,6.874444444
germany/nrw/jackerath/,51.03388889,6.451388889
germany/nrw/juchen-hochneukirch/,51.0975,6.469444444
germany/nrw/koln-clevischer-ring/,7.005277778,50.96416667
germany/nrw/koln-turiner-strasse/,50.94861111,6.958333333
germany/nrw/koln-chorweiler/,51.02055556,6.885277778
germany/nrw/koln-rodenkirchen/,50.89083333,6.985833333
germany/nrw/krefeld-linn/,51.33888889,6.640833333
germany/nrw/leverkusen-manfort/,51.03,7.005555556
germany/nrw/lunen-niederaden/,51.59333333,7.570555556
germany/nrw/monchengladbach-dusseldorfer-strasse/,6.459444444,51.17111111
germany/nrw/monchengladbach-friedrich-ebert-strasse/,51.16944444,6.44
germany/nrw/monchengladbach-rheydt/,6.426111111,51.15583333
germany/nrw/mulheim-styrum/,51.45472222,6.865555556
germany/nrw/munster-weseler-strasse/,51.95333333,7.619444444
germany/nrw/munster-geist/,51.93777778,7.612222222
germany/nrw/nettetal-kaldenkirchen/,51.32805556,6.196388889
germany/nrw/niederzier/,50.88472222,6.47
germany/nrw/oberhausen-mulheimer-strasse/,51.47611111,6.864166667
germany/nrw/ratingen-tiefenbroich/,51.305,6.820555556
germany/nrw/schwerte/,51.45,7.583055556
germany/nrw/schwerte-horder-strasse/,51.44666667,7.563611111
germany/nrw/soest-ost/,51.57194444,8.148888889
germany/nrw/solingen-wald/,51.185,7.053333333
germany/nrw/warstein/,51.44416667,8.361388889
germany/nrw/wesel-feldmark/,51.67388889,6.63
germany/nrw/wuppertal-gathe/,7.148055556,51.26194444
germany/nrw/wuppertal-langerfeld/,51.27888889,7.2325
